DAY_OF_WEEK,TRUCK_BRAND_NAME,CITY,LOCATION,DAILY_SALES
3,2,1,221,5304.0
4,6,0,243,35932.0
5,10,0,651,15200.5
3,0,2,57,6517.0
4,8,2,45,4766.0
4,2,2,738,11345.0
5,2,2,734,8440.0
6,10,2,830,3077.5
6,13,2,1304,11486.0
5,13,1,1489,2670.0
2,8,2,24,6846.0
2,9,4,870,8758.0
4,1,4,832,9851.0
5,13,1,1551,4513.0
6,12,2,171,9943.0
0,10,2,177,3257.0
1,13,2,1067,8751.0
4,8,2,1455,10567.0
4,3,0,1672,37930.0
0,10,2,739,3666.0
0,7,0,1438,22752.0
3,8,1,1070,4314.0
5,4,1,321,9940.0
5,5,0,226,26858.0
0,6,0,941,35891.0
1,8,0,1883,32272.0
1,2,0,489,23653.0
0,1,1,331,7324.0
0,3,1,313,19879.0
1,4,1,1594,4310.0
4,11,1,1245,15384.0
2,6,0,1680,80943.0
3,10,4,1605,3353.0
3,3,4,796,10525.0
6,14,4,311,13907.0
6,2,4,371,7398.0
0,11,4,371,8053.5
0,8,4,1080,11936.0
6,7,4,603,5914.0
6,5,4,1633,15561.0
0,3,0,904,40406.0
1,2,0,1052,21678.0
6,3,0,1755,118816.0
1,7,0,1515,27100.0
1,9,0,2060,34569.0
3,5,4,1904,15667.0
4,5,4,438,14770.0
5,13,4,1978,5150.0
6,7,4,1620,5981.0
3,1,0,1775,27151.0
2,2,4,692,6474.0
4,7,0,652,28048.0
5,7,4,422,16193.0
5,3,4,1464,13782.0
0,4,4,1942,10633.0
6,2,4,821,7247.0
2,5,4,1567,9656.0
6,12,1,470,14701.75
6,6,1,1612,10538.0
4,2,4,2114,16895.0
0,14,1,443,9672.0
0,7,4,491,13286.0
2,0,3,579,1048.0
3,5,4,823,12939.0
3,2,4,1586,8241.0
6,0,4,425,11298.0
0,3,4,784,11724.0
4,10,4,1946,3590.0
6,10,4,990,3596.5
1,0,0,1544,27411.0
2,3,0,2004,38835.0
1,2,4,1586,6023.0
1,6,4,287,9227.0
3,1,0,1408,23230.0
3,0,0,117,58132.0
2,14,0,519,32530.0
2,8,0,1720,34287.0
2,10,3,1019,428.5
4,7,3,1378,1421.0
4,2,3,1351,1166.0
4,9,3,498,1314.0
6,6,3,1845,1853.0
1,10,3,608,1794.5
4,14,3,2112,2573.0
0,13,3,755,503.0
1,9,3,1382,1446.0
4,14,3,755,2407.0
5,7,3,895,1058.0
0,6,3,1328,1033.0
0,0,3,606,649.0
0,7,0,1783,27172.0
0,0,0,117,55940.0
3,13,0,1090,14209.0
6,14,0,1717,27115.0
6,5,0,2076,25461.0
4,9,4,1577,20041.0
5,9,4,959,9142.0
5,6,4,686,12205.0
0,1,2,373,6504.0
1,11,2,256,8068.0
1,7,2,989,13392.0
2,14,2,1301,13172.0
2,7,2,1288,8590.0
1,1,4,232,12903.0
1,3,4,1586,9746.0
2,14,4,604,6818.0
2,1,4,292,6421.0
3,12,0,636,47928.75
5,9,2,1643,8122.0
5,10,4,1493,4925.5
0,2,4,276,5178.0
2,11,4,2107,7150.5
2,5,4,1458,7117.0
4,9,4,1819,11655.0
5,9,4,568,12103.0
1,14,0,337,30706.0
5,13,0,138,16544.0
5,6,0,138,33760.0
2,4,0,1755,30773.0
0,13,1,220,7934.0
1,13,1,532,10396.0
3,4,1,277,20539.0
3,4,1,1907,22379.0
6,6,1,1070,11629.0
0,9,1,1101,13637.0
0,4,0,2032,36671.0
5,0,3,579,1489.0
5,0,3,1059,1205.0
5,4,3,1390,1485.0
0,7,3,1589,506.0
4,3,3,1794,1233.0
6,0,3,872,835.0
0,14,3,1155,2240.0
1,0,3,1432,1469.0
3,0,3,1019,1380.0
0,3,0,534,42712.0
1,13,0,2084,15672.0
2,13,3,35,959.0
4,1,3,495,567.0
3,13,3,1006,471.0
3,9,3,1941,1486.0
6,0,3,916,1129.0
3,11,3,1016,927.5
6,14,3,1391,2213.0
3,9,1,1742,16410.0
1,12,0,1829,42153.75
6,8,1,1752,8728.0
2,2,1,1730,4296.0
0,8,0,31,34051.0
3,12,1,1752,11742.25
5,12,1,1681,8455.0
5,5,4,1168,7169.0
6,14,3,682,1135.0
0,7,3,1421,744.0
2,14,3,757,1033.0
4,5,3,761,789.0
2,10,3,1571,809.0
4,1,3,576,1245.0
5,9,3,1873,1820.0
6,3,3,33,2823.0
6,4,1,1879,9910.0
6,5,1,267,9096.0
6,1,2,446,7727.0
0,13,2,1364,2233.0
1,3,4,809,18505.0
2,14,4,1347,6692.0
4,3,4,879,15737.0
2,6,2,47,7639.0
3,9,2,131,11434.0
5,4,1,387,8163.0
2,2,0,302,25463.0
5,11,0,634,27673.5
2,4,4,956,11875.0
3,5,4,1576,7223.0
4,5,3,757,1206.0
1,10,3,1024,1139.5
1,9,3,1213,910.0
1,2,3,597,1746.0
3,4,3,1851,2439.0
3,9,3,899,2498.0
4,11,3,1652,1344.5
0,6,1,626,8823.0
1,9,1,1442,11878.0
2,2,1,930,6962.0
3,4,1,2043,9605.0
3,14,1,1908,9673.0
5,13,1,1730,4871.0
5,2,1,1975,6448.0
0,7,1,1906,13075.0
0,2,1,730,6679.0
2,2,4,2052,5438.0
1,2,0,1525,42607.0
4,14,1,1008,7016.0
6,0,0,307,27415.0
5,12,1,1800,8921.5
5,5,1,1051,7637.0
5,2,1,1951,8261.0
5,9,1,860,10197.0
2,7,0,2044,21302.0
3,7,0,197,26582.0
2,9,0,302,70154.0
3,7,0,6,23188.0
3,7,0,1498,27029.0
0,12,2,877,6484.5
0,0,2,1165,4734.0
1,10,4,832,8422.0
3,11,4,376,8734.5
4,11,4,1118,6734.0
1,8,2,190,5504.0
3,3,1,1508,9443.0
3,3,1,1888,7798.0
1,14,1,161,5576.0
1,3,1,961,7985.0
2,9,1,1592,7401.0
3,12,1,730,11138.25
3,12,1,1101,12177.25
4,5,1,117,11268.0
5,9,1,1407,11509.0
5,8,1,1521,10692.0
5,4,0,1088,30678.0
6,7,0,18,50782.0
6,2,0,16,25486.0
4,2,4,825,3913.0
1,13,4,991,2963.0
5,2,0,403,21827.0
5,0,0,1766,32098.0
6,4,0,484,31381.0
6,14,0,307,27789.0
0,1,4,614,13454.0
1,5,4,667,5175.0
6,13,0,985,18024.0
1,2,0,1218,21440.0
0,3,0,408,86393.0
1,10,0,356,13685.5
3,9,4,1465,17230.0
4,14,4,2090,11082.0
4,1,4,1966,10408.0
1,9,4,349,8597.0
2,2,0,1039,22856.0
5,9,4,585,11511.0
0,10,4,977,3217.0
0,7,4,947,3849.0
1,14,4,1792,10125.0
0,11,4,372,5874.5
2,14,4,1500,6714.0
0,11,4,1927,5221.0
0,13,4,1168,3577.0
3,10,4,622,5992.0
0,13,1,240,4108.0
6,2,4,812,15258.0
6,6,4,202,10998.0
1,14,4,1810,6510.0
1,2,4,1169,14151.0
0,5,4,560,5646.0
6,5,0,16,32232.0
4,3,4,1106,16163.0
4,9,4,292,23760.0
1,1,4,375,10026.0
1,10,4,1738,2997.0
2,11,4,2104,10601.5
4,11,4,330,6791.5
6,10,4,330,3966.5
1,0,4,201,7273.0
2,11,4,681,6489.5
6,2,1,857,5982.0
0,12,1,162,21369.25
1,1,1,1413,6283.0
1,10,2,1433,7353.5
1,4,2,25,18210.0
2,0,2,178,7390.0
3,12,2,853,19169.75
4,4,2,283,7111.0
4,13,2,770,2856.0
5,14,2,852,13538.0
5,6,2,421,27240.0
0,10,2,1495,2654.0
2,0,2,1278,13591.0
6,6,2,70,9288.0
0,10,2,1291,2998.5
2,11,1,1097,16846.0
6,4,1,1216,13143.0
2,8,1,997,15270.0
5,8,1,3,6173.0
2,0,2,1758,6531.0
3,11,2,374,5680.0
1,9,4,205,8853.0
2,13,4,231,3583.0
2,8,1,1047,11380.0
1,7,2,1305,5440.0
3,0,4,1338,7343.0
2,3,0,1970,45868.0
4,7,0,218,26828.0
6,10,4,1617,3897.0
2,11,1,273,6603.0
2,11,1,355,6051.5
4,11,1,1045,6688.0
3,2,0,1808,24222.0
1,8,1,978,5043.0
2,1,4,125,7075.0
2,3,4,686,11990.0
3,10,4,1149,5209.5
3,11,4,416,8412.0
3,13,4,2078,5383.0
4,13,4,1547,4175.0
3,1,4,1653,6672.0
4,12,4,1706,8064.25
6,4,4,1965,10275.0
3,10,4,561,6906.5
3,1,4,584,6307.0
3,3,2,148,24577.0
4,5,2,1272,5893.0
5,10,2,1190,3244.5
0,9,4,868,8383.0
0,6,4,812,4651.0
1,2,4,949,3175.0
3,9,4,1676,8011.0
5,9,4,234,8623.0
0,14,0,1987,30927.0
3,4,1,1837,5029.0
3,7,2,69,4109.0
5,2,0,1103,26360.0
1,2,4,1617,6675.0
5,0,3,1354,1910.0
6,0,3,135,1079.0
0,9,3,1804,416.0
1,7,3,1652,2044.0
1,5,3,1948,1879.0
3,8,3,2075,1467.0
5,6,3,1450,1904.0
2,5,3,756,3302.0
2,3,3,1403,3077.0
3,7,3,82,903.0
1,5,3,1209,1344.0
3,5,0,1970,27527.0
4,4,1,848,8169.0
6,4,1,1638,10266.0
5,4,1,1122,27383.0
5,13,3,1652,674.0
5,10,3,1370,622.5
1,13,3,38,543.0
3,10,3,610,496.0
1,9,3,1179,780.0
0,9,3,78,2651.0
3,9,3,1805,1194.0
6,10,3,2034,1001.5
0,10,3,1750,576.0
2,9,3,41,715.0
3,9,3,1403,2670.0
0,10,3,754,677.0
4,13,3,1185,384.0
6,9,3,551,3034.0
4,13,3,2074,1636.0
1,13,3,1391,994.0
6,5,0,1891,28852.0
6,2,0,657,25860.0
4,1,2,1248,5326.0
2,1,0,766,51853.0
6,9,4,1605,20864.0
0,4,4,2090,6796.0
5,4,1,1699,6832.0
1,13,1,587,6235.0
5,4,1,43,8874.0
3,1,0,2016,24448.0
4,2,0,2014,25298.0
3,2,4,415,6513.0
4,1,4,501,5757.0
3,5,3,894,1692.0
3,6,3,553,2743.0
3,0,3,1344,1181.0
0,3,3,744,2504.0
4,11,3,758,1522.5
6,2,3,751,1174.0
6,3,3,1700,3488.0
2,5,3,1178,1254.0
3,1,3,1235,1159.0
4,14,3,1747,1921.0
6,7,4,1617,15123.0
6,3,4,1480,8546.0
0,3,4,1692,20084.0
2,9,3,1326,1780.0
4,9,3,1395,3639.0
5,10,3,509,827.5
1,13,3,1399,988.0
5,5,3,1941,1401.0
6,4,3,504,2501.0
3,14,0,147,32236.0
4,1,1,359,6888.0
5,13,1,1442,6992.0
5,10,2,1433,4820.5
5,2,2,728,9322.0
6,4,2,2029,7896.0
6,12,2,2049,8977.0
5,5,1,23,11174.0
6,6,1,249,18975.0
1,10,3,892,1158.0
1,4,3,1181,1228.0
1,9,3,721,942.0
4,10,3,1209,1397.5
6,10,3,1874,428.0
2,3,3,1677,1264.0
2,10,3,1687,1362.0
4,1,0,780,23021.0
0,12,1,1314,9064.25
1,10,1,370,3926.5
3,6,1,1008,12544.0
4,2,1,589,6156.0
5,3,1,627,14433.0
6,14,0,439,25869.0
5,10,1,223,3409.0
3,1,1,2110,5894.0
4,3,0,2019,48891.0
5,10,0,339,15290.5
5,8,1,472,6513.0
6,4,0,636,29938.0
6,9,0,31,31093.0
0,14,0,1842,29812.0
0,13,1,1314,2652.0
0,10,0,855,30884.5
0,3,0,1144,39596.0
4,1,1,1217,6564.0
5,13,1,1416,5401.0
6,6,1,1581,13251.0
2,0,3,1652,1471.0
0,14,3,716,761.0
1,14,3,721,2031.0
1,11,3,1346,1523.0
3,12,3,1199,1582.25
3,5,3,1388,2838.0
4,6,3,511,1699.0
4,10,0,1991,13693.5
1,3,0,1614,44289.0
2,11,0,1841,57924.5
1,8,0,352,33894.0
5,14,0,1610,31052.0
4,2,4,960,6413.0
4,1,4,1113,8009.0
5,7,0,1891,22393.0
5,1,0,1123,75179.0
6,0,4,2078,7488.0
2,6,4,817,8674.0
5,6,4,1141,17920.0
0,0,4,345,4366.0
5,13,2,1287,14492.0
6,12,2,2001,16007.75
2,10,2,1278,2726.5
2,7,2,259,15176.0
5,6,2,1162,9810.0
3,1,1,525,6117.0
4,10,1,1774,4021.5
4,13,1,1048,4020.0
5,2,1,1145,15193.0
0,8,1,2055,9033.0
0,2,1,981,4951.0
1,12,1,1537,10165.5
1,6,3,1384,1276.0
3,1,3,35,1797.0
4,8,3,911,1194.0
4,6,3,547,1257.0
6,5,3,1334,773.0
5,6,3,86,2332.0
0,1,3,551,1223.0
1,6,3,1374,1774.0
3,1,3,1058,2182.0
3,3,1,1412,13066.0
5,9,1,27,7269.0
6,10,1,637,8429.5
3,9,2,853,8310.0
4,9,2,2080,7444.0
3,6,2,1449,7569.0
0,4,1,213,6921.0
1,0,1,980,8629.0
5,9,2,1298,9391.0
1,14,2,69,5677.0
4,14,2,1828,8768.0
2,7,1,369,6527.0
2,2,1,2058,6295.0
4,10,1,121,3102.5
1,3,0,945,45112.0
0,1,0,1614,25947.0
1,3,0,1799,40823.0
1,0,0,2100,27295.0
6,6,1,338,8963.0
3,14,2,850,13412.0
3,7,2,770,4779.0
3,1,2,51,6479.0
6,4,4,1168,21307.0
5,1,1,1673,8951.0
2,5,4,1330,5698.0
3,6,4,1584,7217.0
3,3,4,204,11972.0
4,5,4,824,7012.0
3,1,0,1679,48603.0
0,0,1,27,8196.0
1,14,1,1999,10162.0
0,0,3,1182,638.0
4,2,1,740,6491.0
2,3,1,1008,7303.0
4,0,0,1997,31526.0
2,11,4,803,8126.0
2,6,4,232,9511.0
0,5,1,685,9530.0
0,13,4,988,4486.0
0,2,4,329,5917.0
1,6,4,2069,12828.0
4,5,1,2059,6012.0
1,11,1,1089,9672.5
1,2,1,1705,7913.0
1,6,1,1550,9483.0
1,0,1,1975,10232.0
4,9,1,387,7596.0
3,14,4,847,12560.0
4,6,4,1809,12088.0
5,7,2,28,7718.0
5,5,2,1193,7603.0
6,10,2,935,4630.5
6,3,4,1183,10451.0
0,14,1,887,8604.0
1,9,1,1741,16734.0
3,14,1,1539,4545.0
5,13,1,1098,5245.0
5,8,1,452,10178.0
0,11,1,1707,7525.0
0,0,1,1906,16364.0
1,3,1,779,11352.0
3,6,4,2104,5655.0
4,6,4,1522,8008.0
0,10,4,813,2814.0
0,0,4,1621,3669.0
0,9,0,1133,36384.0
6,5,0,132,28479.0
6,3,0,633,38996.0
6,3,0,478,46082.0
3,11,2,1760,6229.0
5,11,2,774,15058.0
5,14,2,178,6626.0
1,7,2,877,5367.0
3,6,4,686,18995.0
4,10,4,297,4191.0
1,6,4,2007,12855.0
5,5,4,1094,5985.0
1,6,4,811,5758.0
1,1,4,614,7120.0
1,1,4,569,7265.0
4,14,2,1294,8389.0
5,8,2,849,8448.0
5,5,2,1233,12437.0
3,0,4,304,10417.0
5,5,4,1631,10280.0
1,9,0,176,73570.0
0,1,4,1597,7207.0
1,13,4,1256,4790.0
6,4,0,904,100771.0
0,14,0,2016,55804.0
0,8,0,241,33869.0
3,6,4,940,8692.0
4,4,4,1644,8757.0
4,5,4,1330,5323.0
2,13,0,405,15242.0
5,11,1,730,9412.5
0,1,4,2065,9234.0
1,7,4,1480,6693.0
2,6,0,856,40409.0
0,12,1,247,12229.25
1,1,1,23,8132.0
2,5,1,314,7320.0
3,2,0,632,22884.0
3,2,0,649,52343.0
5,9,0,1920,30862.0
1,0,0,1854,58304.0
2,4,0,1410,34857.0
3,9,0,1877,35957.0
3,3,0,61,40934.0
2,14,0,172,25195.0
2,2,0,1274,23310.0
1,0,2,294,8824.0
4,13,1,979,5560.0
5,7,4,1771,15957.0
4,3,4,542,8047.0
5,11,4,372,13083.0
6,13,4,1494,4338.0
6,1,4,624,5864.0
1,1,4,641,10392.0
5,4,0,2019,35999.0
6,13,1,532,4691.0
0,2,1,1466,5234.0
1,14,1,2055,6858.0
1,8,1,2008,9365.0
5,0,4,292,7974.0
6,12,4,1588,16545.25
0,13,4,1464,2831.0
0,2,4,2053,5316.0
6,1,2,414,8106.0
3,0,4,1094,7483.0
0,8,2,1291,4610.0
0,9,4,811,10679.0
3,6,2,738,9173.0
5,13,2,1361,3445.0
4,3,3,1199,1899.0
5,1,3,576,2076.0
2,2,3,1212,799.0
5,13,3,1350,648.0
3,4,2,1862,10209.0
3,0,2,1563,15384.0
4,4,2,1887,12118.0
4,12,2,1301,12231.5
4,13,1,1555,3711.0
1,4,1,697,8520.0
4,9,1,338,10715.0
0,11,4,252,5958.5
0,5,4,643,5573.0
0,1,4,668,4064.0
1,4,2,1646,5524.0
3,4,2,1285,7593.0
2,14,4,812,7885.0
2,12,4,1809,25936.75
2,3,1,267,15761.0
4,4,1,1882,10660.0
0,1,0,865,26176.0
0,12,2,728,6129.0
1,1,2,2010,9522.0
3,2,2,59,16268.0
4,14,2,177,5337.0
5,1,0,1299,27055.0
6,4,4,375,8132.0
6,4,4,291,8972.0
2,10,4,291,2607.0
4,9,4,1488,5775.0
6,7,1,369,9549.0
6,1,1,1474,6251.0
0,14,4,1769,7832.0
2,1,0,197,50178.0
3,13,0,1830,18078.0
2,9,2,318,7595.0
4,13,2,1533,5194.0
4,1,0,884,28858.0
6,1,0,243,29806.0
5,2,0,1426,46297.0
5,0,0,1773,27570.0
4,12,2,2026,24766.25
5,11,2,1447,8201.5
2,14,0,1310,26404.0
0,3,1,223,22230.0
0,4,0,367,31615.0
0,1,0,1259,25444.0
1,2,4,1706,6779.0
1,3,4,276,11462.0
2,10,4,349,4403.0
3,12,4,304,18298.5
2,12,0,1515,47237.75
4,4,0,1312,30086.0
2,7,4,2118,5714.0
5,8,0,1040,35223.0
2,11,2,1834,7757.5
2,12,2,1193,9477.25
2,8,2,963,7977.0
2,2,2,28,10974.0
3,11,2,1278,5439.0
3,8,2,1292,8172.0
3,2,4,1964,5243.0
3,9,4,1319,7348.0
3,1,4,1142,4589.0
0,7,0,522,22504.0
3,7,0,864,25855.0
3,0,0,406,26297.0
0,9,4,1496,5495.0
1,7,4,568,10436.0
2,7,4,933,4714.0
2,5,4,1979,7611.0
5,0,4,1511,10468.0
1,6,0,1513,37407.0
4,10,1,930,4816.5
4,13,1,927,4711.0
6,3,4,1481,11891.0
5,13,0,1718,17568.0
2,6,1,2043,11694.0
4,1,1,2030,8448.0
5,10,1,1587,2949.5
5,7,1,1454,5621.0
5,0,1,1556,9072.0
2,3,1,730,11497.0
3,6,2,259,9830.0
5,1,2,1545,7207.0
2,7,0,1987,72083.0
0,9,2,1206,3979.0
3,0,1,211,11428.0
5,10,1,1084,2905.5
5,8,1,1152,11498.0
5,1,1,1084,8878.0
4,2,2,253,7359.0
5,8,2,806,6873.0
4,8,4,424,10543.0
5,14,4,1904,8853.0
6,10,4,615,3629.5
0,12,1,386,7832.75
0,2,1,1649,5848.0
0,13,4,2005,3821.0
1,8,4,621,9729.0
1,9,0,522,31500.0
4,10,2,390,3478.5
5,10,0,1437,16800.0
5,9,0,500,30037.0
1,8,0,1310,33791.0
4,10,1,537,7450.5
5,0,1,980,8708.0
6,3,0,1221,38037.0
1,5,1,1752,8177.0
4,2,0,1240,23106.0
4,9,0,632,63624.0
1,2,0,1767,23918.0
2,3,0,1883,48877.0
6,5,0,348,29733.0
6,3,0,439,45023.0
5,9,4,327,8298.0
5,9,4,808,16629.0
5,0,4,943,7536.0
6,13,4,234,5753.0
0,2,4,317,5613.0
1,4,4,324,11293.0
1,14,4,196,7263.0
2,7,4,947,7686.0
3,13,4,1782,3793.0
6,13,2,1043,8592.0
1,1,2,1423,5557.0
5,12,1,1816,19602.0
5,2,1,350,9009.0
1,12,1,1746,8693.5
1,13,1,1903,3222.0
2,1,1,1163,4539.0
3,14,1,121,6722.0
2,8,0,2077,33213.0
3,12,2,257,21239.25
3,0,2,727,7327.0
3,0,2,698,9281.0
0,5,2,874,7380.0
6,9,0,1109,36084.0
4,10,2,155,4937.0
4,4,2,851,8597.0
4,13,2,1449,4304.0
5,7,2,715,5800.0
6,1,2,1664,5374.0
0,2,2,2011,7441.0
6,5,2,156,6609.0
6,10,0,11,13553.0
6,10,0,1408,15498.0
4,0,4,812,6632.0
1,5,2,1824,4965.0
3,4,2,806,8287.0
3,2,2,344,4574.0
5,4,2,1886,17314.0
0,10,2,806,2446.5
1,3,0,1176,38044.0
3,4,0,407,33422.0
1,1,2,1224,6388.0
4,13,2,441,3970.0
5,8,2,101,13725.0
4,6,0,1582,38063.0
3,4,4,303,8937.0
5,7,0,1807,24658.0
6,10,0,1439,16419.5
0,9,2,99,5387.0
1,13,2,259,3166.0
3,11,2,1272,5875.0
5,9,2,853,8681.0
1,13,0,802,14740.0
1,9,0,766,28812.0
2,4,0,1825,29793.0
6,14,4,297,8440.0
6,0,4,1228,9101.0
0,11,4,1237,5827.5
3,12,0,157,48976.0
0,12,4,1972,9806.25
1,12,4,881,8972.75
2,1,4,1602,7214.0
6,6,1,1654,9494.0
6,2,1,244,9721.0
5,6,4,996,14405.0
6,9,2,836,8350.0
4,13,2,736,3683.0
2,2,2,1565,4925.0
6,1,0,356,24089.0
5,11,4,870,10081.5
6,4,4,1921,8708.0
6,12,4,205,9250.0
0,13,4,202,2452.0
6,2,0,766,22624.0
1,13,0,464,13921.0
4,14,0,1104,31195.0
2,6,0,855,34061.0
3,12,0,827,51184.25
2,6,0,1214,42223.0
4,1,1,1674,6678.0
6,13,3,1985,880.0
2,3,3,1016,1720.0
5,10,3,897,397.5
4,10,3,1212,1129.5
6,9,3,578,2530.0
0,13,3,754,579.0
1,3,3,1328,1379.0
3,3,3,610,1039.0
0,5,3,92,2451.0
3,5,3,1872,1068.0
1,3,3,1056,3678.0
4,6,4,1546,7336.0
2,11,4,417,5239.0
3,10,4,1534,5436.0
0,2,4,1493,5966.0
3,10,4,909,2975.0
2,7,1,237,4311.0
2,0,1,67,7441.0
3,5,4,425,7633.0
4,10,3,550,480.0
5,9,3,762,1954.0
6,0,3,1747,1343.0
2,6,2,2079,8394.0
2,6,2,1283,10021.0
5,14,0,1680,26993.0
0,11,2,1041,5712.0
0,12,2,94,5325.75
0,9,1,1506,4002.0
1,9,1,1931,8731.0
2,8,1,1796,9307.0
2,0,1,1903,4960.0
3,11,1,969,7207.5
6,11,3,1007,1292.0
6,2,3,83,1074.0
1,4,3,912,1232.0
5,12,3,1019,1366.25
5,8,3,1208,1227.0
2,13,3,1387,1141.0
4,8,3,913,1212.0
6,5,3,1870,1797.0
6,1,3,702,1554.0
0,7,3,507,882.0
1,12,3,1156,1675.5
1,7,3,592,758.0
2,8,3,2033,838.0
6,0,2,1731,5387.0
1,11,2,93,8065.0
1,7,2,1273,12389.0
2,11,2,1780,12752.0
4,13,2,1788,2269.0
6,10,0,1138,13631.0
2,3,0,192,81888.0
6,7,0,405,23469.0
6,2,0,1049,21060.0
6,0,0,793,30211.0
5,3,0,192,45181.0
6,12,2,963,10308.0
6,6,2,441,9949.0
1,14,2,700,6051.0
1,12,2,1749,8833.5
1,7,2,1071,3576.0
1,4,3,598,2657.0
6,5,3,1157,1988.0
2,3,3,38,979.0
4,4,3,580,768.0
0,13,3,549,1056.0
5,10,3,505,917.0
3,1,0,523,29267.0
3,0,0,339,29411.0
4,0,0,1808,26699.0
5,4,0,649,31883.0
5,12,1,331,15885.25
5,9,1,969,14421.0
5,3,0,647,46246.0
1,7,0,2060,24180.0
2,14,4,1516,7308.0
2,2,4,1739,4854.0
6,2,0,694,23295.0
6,7,0,883,24377.0
1,14,0,18,25682.0
2,4,1,492,8924.0
6,7,4,944,6057.0
6,5,4,1322,6835.0
4,4,2,1749,8732.0
5,11,2,1434,10461.5
5,14,2,146,7916.0
3,9,4,330,6067.0
3,14,0,1093,31566.0
3,1,0,1525,28240.0
3,7,2,1197,7978.0
4,10,2,1507,4028.5
6,11,1,1472,7522.0
6,13,1,1526,3386.0
2,9,1,1484,7064.0
0,10,3,1160,1499.0
4,7,3,550,1450.0
1,0,3,897,650.0
0,7,3,923,392.0
1,3,3,1023,1749.0
5,9,1,1122,11078.0
6,11,1,526,10082.0
5,8,0,945,27543.0
0,12,0,1437,49921.0
0,9,1,319,6784.0
6,9,4,1252,7367.0
0,10,4,819,3205.5
4,14,0,1264,31956.0
5,3,0,1520,45327.0
6,14,0,243,30143.0
3,3,4,1996,9750.0
1,1,0,1835,26625.0
1,13,1,472,5039.0
2,9,1,72,6474.0
3,4,1,690,27664.0
5,8,0,1619,29589.0
5,7,0,992,23085.0
6,14,1,888,7113.0
3,6,1,1085,13972.0
0,3,1,67,8713.0
6,1,1,3,19056.0
0,11,1,930,6454.0
5,4,0,260,31846.0
1,9,1,626,6844.0
3,11,1,1443,8025.5
5,8,1,1622,6574.0
5,14,2,447,7982.0
5,10,0,413,14779.0
5,11,0,1829,29296.0
6,6,4,668,14032.0
1,3,0,1702,36729.0
1,4,1,1472,5269.0
2,4,1,1906,6670.0
3,2,4,820,6886.0
3,9,4,1105,7207.0
5,11,4,400,8733.0
4,14,1,305,8006.0
0,9,1,2056,13464.0
4,13,1,1748,6123.0
4,1,1,431,9930.0
5,6,1,1108,15152.0
6,6,3,752,1059.0
4,10,3,1004,745.0
4,11,3,1743,1496.5
1,11,3,716,1662.0
2,1,3,88,1359.0
6,3,4,1606,14770.0
1,4,4,1956,10603.0
3,0,3,505,924.0
5,4,3,1060,1925.0
5,7,3,1379,1548.0
5,4,3,40,1384.0
1,14,3,1963,1028.0
0,4,4,371,7474.0
0,1,4,1734,4947.0
1,10,4,1966,2953.0
2,13,4,815,3861.0
3,4,4,322,5669.0
4,5,4,1725,6733.0
1,0,3,38,1309.0
2,13,3,60,1426.0
5,5,3,1038,1765.0
5,3,3,704,1668.0
2,7,3,1059,736.0
4,5,3,2039,1063.0
5,9,3,597,2655.0
6,9,3,1573,2354.0
3,3,3,1325,2097.0
4,0,4,819,6888.0
6,13,4,960,4106.0
6,1,4,812,6217.0
0,12,4,2090,13009.5
6,6,3,1759,1894.0
5,0,3,1404,933.0
0,4,3,1345,1235.0
6,6,0,1270,42029.0
2,7,1,1108,4717.0
3,13,1,1150,4211.0
5,7,2,1273,7570.0
3,3,0,1795,39676.0
0,0,4,125,4269.0
1,10,4,1606,2566.0
5,14,3,1573,1093.0
6,9,3,1344,826.0
4,6,1,1010,10159.0
5,8,1,540,8253.0
5,10,0,1690,13461.5
1,11,1,428,10300.0
0,1,0,619,28030.0
0,12,1,467,7523.75
4,13,3,1019,465.0
2,10,3,1181,549.5
1,6,3,720,2206.0
4,4,3,1370,1716.0
6,4,3,1159,2476.0
2,1,3,1700,968.0
2,5,4,1170,5399.0
2,4,4,1082,9679.0
4,13,0,1920,14214.0
4,5,0,138,26588.0
0,14,2,105,5276.0
5,7,0,1258,25286.0
1,13,2,830,4106.0
3,5,2,965,6667.0
3,1,2,167,7525.0
3,1,2,1348,8244.0
5,5,0,1767,27151.0
5,0,0,235,32942.0
6,4,0,1340,36571.0
6,2,2,1124,5766.0
1,11,2,30,13914.5
1,2,2,653,4335.0
2,10,2,1578,3123.0
6,9,0,1316,31269.0
2,5,2,96,6587.0
3,6,2,128,8834.0
4,14,2,95,10445.0
4,5,2,2036,6676.0
3,7,4,812,8244.0
4,4,4,825,8181.0
4,1,4,812,8407.0
5,2,4,379,5658.0
5,8,2,282,6304.0
6,11,2,47,8524.0
2,0,2,112,6986.0
5,2,2,1563,5489.0
0,9,2,128,6794.0
1,10,2,1315,3212.0
3,9,2,447,5446.0
4,14,2,123,7664.0
5,7,2,1862,9879.0
0,14,2,1280,8136.0
0,8,2,1460,5769.0
3,2,2,1206,5624.0
6,13,2,654,2332.0
6,2,2,965,9662.0
1,2,0,19,23486.0
6,13,2,1419,4537.0
2,13,2,128,2969.0
5,2,2,103,8504.0
5,7,0,208,26945.0
5,1,0,1848,23121.0
6,13,2,1559,7421.0
3,2,2,1192,3919.0
2,2,2,971,6853.0
0,13,2,1448,1811.0
